strain	ascr.1	ascr.3	ascr.5	ascr.7	ascr.10	ascr.12	ascr.18	ascr.81	anglas.7	bhas.10	bhas.12	bhas.18	bhas.22	icas.3	icas.9	icas.10	iglas.2	osas.2	osas.9	osas.10	oscr.9	oscr.12	oscr.18
BRC20067	0.07841268019145804	0.21379936771303915	0.5256880057779396	0.0126075255168958	0.023152415760171054	0.013600224174510657	0.013259848532780694	0.01167887856545981	6.539000799022274e-4	6.210313639208493e-4	0.0017892334585484964	0.0020163747291120897	0.0026498522705105192	0.0021750062242634604	0.003506133422223749	3.600492950858638e-4	4.131760885189528e-4	9.022274581400221e-4	3.3358574972237214e-4	5.790556171801559e-4	0.00999033344924705	0.005736489600927974	0.008735583725958642
CB4856	0.13271735645249277	0.22905794658279363	0.3579945091177544	0.010988322516039628	0.035981554335871434	0.026272356138136953	0.008821088206812999	0.03381432656505436	0.001722870918781692	7.761637013929539e-4	0.001884818605677318	0.0013105544530549898	0.0012829296726684523	0.0029207293446787265	0.033316407061912114	7.723430907406778e-4	1.4641896419313453e-4	0.003281453400045656	0.005556717491475009	0.0038760650832154173	0.010370791527895917	0.00470376670822182	0.003918536412240463
CB4932	0.07321502195720145	0.2636204508360723	0.506595926606669	0.02275790885967671	0.01275895984771504	0.010006127110984432	0.004958525991975965	0.013739866136075985	3.041640057146561e-4	4.896194048028279e-4	0.001288135278835321	8.471268499366628e-4	8.979452500978333e-4	0.001431316121289419	0.004410560711488093	1.1313446335880595e-4	6.198097937157267e-4	0.0013815934928817237	0.0012571836969871581	9.705043970779547e-4	0.003938457773990819	0.002179585302162555	0.00425065743923096
CX11254	0.09408551675942876	0.1147681088056825	0.6042561205670209	0.01104211146067846	0.019415884668675824	0.012022831310589349	0.008162810769125579	0.007855370121473325	1.9266037261595614e-4	1.6450365956161502e-4	9.089674771512106e-4	9.371890767688341e-4	0.0014219322585901496	0.0012977799305697551	0.0036599184911213687	4.7126299829940426e-4	1.942947029286307e-5	0.002253928050047655	5.76022354718782e-4	8.128866985708491e-4	0.008396929600268761	0.004940422374217194	0.010209900732480081
CX11264	0.08874293378122611	0.2300775116066278	0.4599153490172888	0.006507024866877988	0.043119331158711055	0.016070575888834183	0.009452329239665679	0.013305998815167374	3.504749289940903e-4	3.022809825618561e-4	0.0018538475173979984	8.051757448288592e-4	0.0010811897310489531	0.0013163295503352572	0.0029577415202540727	1.8396613960691553e-4	1.0124615359352429e-4	0.0020051337565007983	5.282548832726748e-4	4.547655926444896e-4	0.006182298719747894	0.0033487991205382096	0.005356394395808396
CX11271	0.07817814672166991	0.1826292771776715	0.581209664561923	0.011858535490059071	0.01733747788583735	0.012188485717493399	0.007143432036020389	0.010267353882480559	9.67807008145394e-5	3.422344493413299e-4	0.0015537394017346834	0.0010510218780902796	0.001262346379941692	9.819303389138005e-4	0.002561494161245888	1.3306305054717012e-4	0.0012814679856644347	0.0035136270917780683	1.8583970762911056e-4	2.3337458405381118e-4	0.00832789503930182	0.0039842082706840155	0.010394233169782942
CX11276	0.06984582971208496	0.19299870196263938	0.5355900271646604	0.024012596704854547	0.014429144629659756	0.015624441851153756	0.006172931214824834	0.023727103933852862	2.3225977960610102e-4	7.230465366722917e-4	0.0012513245956400085	0.0013023220808352522	0.0016452627038810762	0.0019318033684141696	0.00359017638469932	2.328652292020263e-5	9.797338788216851e-4	0.0023188020928250172	2.1193064509676413e-4	1.5094324156875343e-4	0.009739238913530946	0.004140390348257868	0.005872255630879178
CX11285	0.07696703590797473	0.23514043479166202	0.5042770770230824	0.038936800719850805	0.015933361389647863	0.012402666379209846	0.006884241449942025	0.004366425666607787	4.3151574971104405e-4	6.585915286267189e-4	0.0021913577580030025	0.001208895693166852	0.0015797943163346159	0.0027090538935738337	0.005125390997700392	3.823062394419938e-4	5.5508252036361024e-5	0.0020658834223774274	0.0016898570379208335	0.0020448435473285993	0.006773187172305481	0.003240159644301459	0.006515259835138225
CX11292	0.05751202528213414	0.17907372519718362	0.5852864235256234	0.023326692198556945	0.01529740222656697	0.011290455029403136	0.006919281546155726	0.008597221380696272	2.5447235805461886e-5	3.879685570900719e-4	0.001025574497431725	0.0010310965476015102	0.0010206631809212708	0.0022437336754391854	0.002470519440937462	2.5447235805461886e-5	2.2838894135402045e-4	0.0015159936258745865	2.5447235805461886e-5	8.545181783474102e-5	0.008380512720576959	0.003413339527529825	0.007477059507775645
CX11314	0.06511601077576588	0.1732002399099439	0.6099660622915416	0.011615975307368928	0.012191313872420503	0.009289858433152312	0.007719296228687773	0.011629241441686667	4.899684178148044e-4	3.5597669598302456e-4	0.0010977757524784828	9.319176966516778e-4	0.0010967214901485963	0.0011680850092883022	0.002177541190154736	1.0520031963225724e-4	6.378161588393796e-4	0.0023579957589536615	4.215794245344214e-5	7.615790259228548e-5	0.005592673398918157	0.003497389771978621	0.008950712282221407
DL226	0.06706568869832326	0.2059767930919077	0.546193634095438	0.02083909831599056	0.008833350284986649	0.014619877641261726	0.005738314581395494	0.025779132079138272	1.9260960948504666e-4	6.62179876550295e-4	8.998415825381682e-4	0.0012460033399492132	0.0010526053365319873	0.00342607592333004	0.01303399838741479	7.072816915893852e-5	1.2311019843662193e-4	0.0013345875662748089	9.421378516023858e-4	0.0012499311043140348	0.008888395807278453	0.002970554694083267	0.004447933896507031
DL238	0.05312336693464729	0.19674364608978026	0.44787645923344843	0.018620321278027468	0.12895026005818327	0.015850779517718273	0.00994625775493197	0.023730765079989093	0.0012406748835915961	7.663825146636935e-4	9.767542450667735e-4	0.001423319754149655	0.0015484033323978719	0.0016420760824006064	0.006497200883684066	0.0016081435920639552	2.188905503554644e-4	0.0012661199676598978	7.243224475303661e-4	0.0013120182158244036	0.008194319452092803	0.0023652990509897493	0.0047720498859583314
ECA36	0.05146516387707614	0.2028833319782258	0.5274115967568134	0.017858624531311856	0.01557255045853079	0.017317219513963672	0.00921872937937623	0.049338504212734155	0.0017015148775240537	7.551768468078404e-4	0.0011529132438717366	0.001945076955561813	0.0029916402029391354	4.253319328683979e-6	4.253319328683979e-6	5.276242627232476e-5	4.253319328683979e-6	0.0051119369015654136	0.0018667776000400697	0.003007228618278762	0.0073020560902913685	0.003677555997798686	0.0057794528370090775
ED3005	0.06893507520176823	0.26458761036247697	0.5087395922823236	0.018650307408318644	0.014211473798700993	0.010363208339887523	0.008749256183458166	0.007053948714639304	2.900353455705103e-4	4.1046573066110605e-4	0.00135846377852081	0.0010462396426991702	0.0012220183140875425	0.0015227447200117236	0.0018201153806337465	1.075559391717386e-5	9.098156894537368e-5	0.0018468860538935921	9.685412322415061e-5	8.231256024813155e-5	0.006991716848234537	0.0031061294785284734	0.010178663859456654
ED3011	0.07793968968860653	0.21439452094980332	0.5420540718353518	0.021732525359939074	0.011692308588470566	0.009924949377610683	0.006652055208126313	0.02301808344970978	9.501520198734822e-4	2.5078091181666144e-4	0.00110156309381973	8.408310400872853e-4	0.0010018696415780716	0.0032585540076585768	0.004783303569575735	4.3718278965377346e-4	0.0013996726074309708	6.318772857540383e-4	5.692579049181335e-4	9.488373364902994e-4	0.004707476677213394	0.0030660439085642157	0.008155810287708952
ED3012	0.0648244833856291	0.2430918126961091	0.5409984459021252	0.006681759792443062	0.016817592085460614	0.010487409785261963	0.008215978953454045	0.012972785244773114	3.6510721989809635e-4	3.4581478633167475e-4	0.001921860038644782	0.0015412330747831852	0.0019281375272196992	0.0016964495804427165	0.003077876004161932	9.841166883980817e-5	3.447876042603804e-4	0.003637082503485609	3.9446413116075e-4	6.585142713161688e-4	0.006427299862623812	0.003274422884485933	0.006337641882294129
ED3017	0.06876899089815806	0.17503587648442956	0.5673261504852313	0.025850570625703617	0.014708422921946362	0.011281142610626137	0.004155723148778328	0.02484888539125313	1.695280851068021e-4	5.858430456746798e-5	0.001011987719752701	7.773747179374542e-4	7.13747514254562e-4	0.0021609610662579816	0.0050297993970189765	1.8532654249184223e-4	0.001404683789541697	0.0026653691707484274	0.0010177397765562318	0.0013202546270076796	0.004951772352502588	0.002585510135537763	0.003760604123554968
ED3046	0.077618875661311107	0.20423612074500458	0.5751289160179329	0.0202926395349891	0.01282271703448194	0.009620730364924526	0.003946212200959106	0.0063966535165473305	4.3570372425600977e-5	4.8053763748195314e-4	8.795551081556068e-4	6.956445661471452e-4	0.0012991377946141444	0.0014464056534126755	0.002075736112728056	4.3570372425600977e-5	3.7649158812961804e-4	5.665891230225151e-4	2.1144701738144152e-4	2.099220543465455e-4	0.007641328345629473	0.002569606284172243	0.003546584745071494
ED3048	0.07413194253180029	0.17473957882495783	0.561873056491026	0.02222760986247245	0.018652302759501256	0.01087939208041692	0.007759643414766144	0.015124916662238117	1.5054373647082855e-4	6.593065512765719e-4	0.0010395563485646872	0.0014564573312497748	0.0015059051019647362	0.0021857244324188577	0.007518861688725357	2.9677487660230716e-4	7.825920901482076e-5	0.002357831150586436	4.1426812202770806e-4	9.106432538968875e-4	0.007991070395677919	0.0049688111179439646	0.009909263826125765
ED3049	0.07690924370887398	0.24576192660861468	0.5141226065341895	0.027111401109145623	0.011215433635130025	0.011209234765713408	0.0045103877877106765	0.005140218749061695	2.5312050117859235e-4	2.3439474981589036e-4	0.0012483619003279913	9.475875905091435e-4	9.292492684849802e-4	0.002575501099492177	0.0022723376420856743	6.45715564231103e-5	6.45715564231103e-5	6.713504721310776e-4	2.814028428919146e-4	2.8598742339795545e-4	0.007209607989309533	0.00256207021575617	0.0045911668047959875
ED3052	0.09016047543943592	0.3901283465555466	0.244397263612559	0.03532844667336765	0.029964068498825817	0.021702987351109048	0.015368788666227167	0.028405936710068067	0.001116940858470622	9.550602765306839e-4	0.0014904433865363304	0.0025750342127816707	0.0031551233094769095	0.0034959525885185907	0.015601391351920605	0.0010591757790176953	2.1952091104948947e-4	0.0020088717907832403	0.012107814690396299	0.013499915113061802	0.004504825626805265	0.0016978748552187208	0.0029175306100484586
ED3073	0.09003749829953776	0.23874414517480752	0.48783945406838697	0.00748399230419375	0.02981108034000507	0.018417267747741342	0.004801969779302222	0.008913359810578675	1.506500322918344e-4	7.984451711467224e-4	8.284245275727975e-4	1.506500322918344e-4	7.576190123956353e-4	1.506500322918344e-4	6.054624797808825e-4	1.506500322918344e-4	3.698458292764535e-4	1.506500322918344e-4	1.506500322918344e-4	1.506500322918344e-4	0.007146234931795457	0.0026693679221790143	0.0034913144983632627
ED3077	0.05511550484918491	0.15741806712013998	0.6156411631648476	0.022123478688662268	0.01254368869948377	0.012998206462706894	0.005922927423349689	0.01133712390642144	1.526238764204197e-4	1.555183087547022e-4	0.001088168727579061	5.880291975632004e-4	0.001576868358368948	6.880938582626808e-4	0.0017095987554124736	4.5943370385436396e-5	4.5943370385436396e-5	7.063793196760846e-4	4.5943370385436396e-5	4.5943370385436396e-5	0.008491207771265968	0.004240251482983081	0.00793428223545371
EG4347	0.07563365130398751	0.16824471502109867	0.5321805757720975	0.027900322274218646	0.018049194224795794	0.013440943365240977	0.007139882431998078	0.012494458040022253	2.671049129820758e-4	2.730073711990224e-4	9.163753168461986e-4	6.054128978723804e-4	0.0013125871639913587	3.593028046240007e-4	0.0011312546818074433	7.471466097400722e-5	7.471466097400722e-5	5.661129862000527e-4	7.471466097400722e-5	7.471466097400722e-5	0.007213326943735527	0.0028121104097396836	0.0058654744597644365
EG4349	0.06640883231973009	0.17372702764545556	0.5647926913840143	0.015815391056107332	0.017056882702318834	0.012652603359588472	0.004549077986607731	0.012198483008674234	7.645123752764954e-5	7.645123752764954e-5	0.0016987464978643729	8.360707336023754e-4	5.636749742913601e-4	0.0012976068545567957	0.0013434775970733856	7.645123752764954e-5	7.645123752764954e-5	4.2690371035439506e-4	2.038189992487137e-4	7.645123752764954e-5	0.02639303137795787	0.002762412565586561	0.004094193123318216
EG4725	0.06975089965226407	0.21428096320290982	0.5391269896109739	0.02516274932690827	0.01246635764416417	0.011824003980498828	0.007892232056772596	0.019394090538070848	6.945051492302529e-4	5.385594875166466e-4	0.0011067562826835953	0.001320528450905384	0.0013316925869334443	9.784518867712776e-6	1.7496676639243986e-4	9.784518867712776e-6	5.651929478745608e-4	0.004739258912321963	2.856785973806099e-4	4.0185018989696375e-4	0.0053400185862806605	0.0038331146199830834	0.006889309088313169
GXW1	0.09093113316686834	0.2291464555805082	0.5080019306255711	0.021117725125162613	0.009670222908519224	0.015878697577375773	0.00712651538930925	0.01405801380835329	5.772732678720914e-4	4.417373828491019e-4	0.0020083413795767206	0.0017080989020108106	0.0017124454101761868	0.0015117907096546307	0.002766894954530281	1.682407825853398e-4	3.3134698718452374e-4	0.003046708237511368	2.776673082383491e-4	4.17683067088693e-4	0.01012015015542889	0.003682892755524501	0.005464530695965131
JT11398	0.09011753869212508	0.20306891320151157	0.5145224337489573	0.023825220078218065	0.017428183970997376	0.013409946434104557	0.006687665169502794	0.013852313946670967	1.9498573532220103e-4	6.955338615509944e-4	0.0010324942989620423	0.0012675275377962776	0.001214976225790711	0.0030811673600668332	0.00818069358080746	2.5477080651467604e-4	6.499149020995484e-4	0.0034874878571563945	2.2104675326830206e-4	3.754643736218353e-4	0.008577728317998003	0.0046973462592125965	0.008056325288389444
JU1172	0.07142121087809064	0.2009136170464	0.5521864740843732	0.021623243205441615	0.014623951032078338	0.011686655670554085	0.006185149932234695	0.010275250664091273	3.514079301419335e-4	1.0892992254864647e-4	0.0011793842714341953	0.0010200197947455255	2.9291256173331036e-4	0.0010862491876551027	0.0016523579951404183	1.0892992254864647e-4	1.0892992254864647e-4	1.0892992254864647e-4	1.0892992254864647e-4	3.394256386615824e-4	0.0068938480083361895	0.0026684563126741926	0.00617349443052199
JU1200	0.07256856349346334	0.2160070401595388	0.5318492669474358	0.02093471256188216	0.01456804119207061	0.011831104930284454	0.006476698821402058	0.025654557148628652	5.418781652405573e-4	4.652773493184352e-4	0.0014387793300576139	8.545710456866326e-4	0.0010415623502415476	0.0015843027284575316	0.005833642232476687	1.7798798590624854e-4	2.3100954593196393e-4	0.002269653132809097	0.0010194806221445662	0.0014896680474599051	0.005101396518187965	0.003257431545236131	0.006729290919497861
JU1242	0.05695965182239105	0.1819981497864049	0.275915847062107	0.03255555407887734	0.0760546419732684	0.02240018120767752	0.004573529233317019	0.013993323745197505	5.778306043356941e-4	5.778306043356941e-4	0.00496125356882627	5.778306043356941e-4	5.778306043356941e-4	5.778306043356941e-4	0.002170331749884867	5.778306043356941e-4	5.778306043356941e-4	5.778306043356941e-4	0.002276074750478299	0.007992552919171322	0.011406376129586603	0.001836345660578836	0.002196911957684309
JU1246	0.10286446511598636	0.1774576883986469	0.5391430518812178	0.027248213095734844	0.012682275440011721	0.014500703265104045	0.004630394605898708	0.01618114116745154	4.5702446604308216e-4	4.8449965644500046e-4	0.0021443119794055795	8.196701181287369e-4	0.001478326410941204	0.0015627282004510076	0.002745120717007304	1.5746430700317278e-4	1.9186585476199923e-5	0.0018546329118859133	7.096542370082066e-4	0.001001251963075493	0.008927268796464634	0.0035311567507962625	0.004518344946717701
JU1395	0.07104036292901202	0.19274952272504708	0.54082147638387	0.036482806265377504	0.01872346407496033	0.012352287666424008	0.006173224520052285	0.01573071896114669	4.536537796019992e-4	3.287970013863182e-4	0.0013609239117142063	0.0010397058964156205	0.0011232244517478424	0.0014549220527479841	0.0030865561193884556	6.819216124369627e-5	2.364269388454607e-4	0.0015103515756908568	5.318576878998605e-4	5.748614163680312e-4	0.007677250917230417	0.0032315486729878407	0.005924446640915705
JU1409	0.08376288319429014	0.19706418015818972	0.4837622826618013	0.04574083592287483	0.013148158399007076	0.017714651927894176	0.006920386268057296	0.02220454976202649	9.175635985452545e-4	5.841568575291441e-4	0.0017078198699463489	0.0010713666415156618	0.0015313856489249816	0.0036995581554411065	0.00633272630434336	1.296983361274312e-4	9.177582155555207e-5	0.003307265867604439	7.901172592509041e-4	6.13015779908624e-4	0.0070157764055177926	0.0037172405009452967	0.005150539176696092
JU1491	0.07482775568837735	0.20047192164311511	0.5512977845185666	0.018047842731495803	0.020118968271971235	0.012572650263684119	0.00771732771716018	0.009245317544212516	1.7899278718135278e-5	2.2640797650569315e-4	0.0018090801000419327	9.636613676269672e-4	0.0011215151066422022	0.0018507854194551878	0.002309150148869196	2.7913925160931967e-4	6.444098324103063e-4	0.001468564221708127	1.2688798683286099e-4	3.9927921036544365e-4	0.007015425401507223	0.003227669535569026	0.008574434678578088
JU1530	0.08690958046765798	0.125757185344997	0.6160229877712541	0.018309007704194954	0.010014947751826405	0.012029802640485997	0.004385692912080877	0.01793578512014862	8.426642810333648e-5	3.2437747773984843e-4	7.799126856372631e-4	0.0010558817897858331	0.0011258049960843465	0.002232991386941278	0.004914829075457529	1.4097272328362318e-4	9.082661320445275e-4	0.0012766846562235446	3.317789479660553e-4	0.0012128527220056054	0.007649074689799096	0.003661176323478268	0.004278371593800878
JU1568	0.08495485121719556	0.2761805203169523	0.453685497092002	0.01340124083254182	0.0199794071023676	0.01386428963312819	0.009463936813389369	0.008673711134531229	6.77665447953125e-5	1.934734853906172e-4	0.0018155335016112174	0.001201568605765686	9.319255240251376e-4	0.0014731769173052986	0.0033139873401251676	6.77665447953125e-5	6.77665447953125e-5	6.77665447953125e-5	6.77665447953125e-5	6.77665447953125e-5	0.005496815514526979	0.0031538549947738442	0.006435246626852466
JU1581	0.06309153643554849	0.13588776696017144	0.6307243523057013	0.029495978170784	0.014301546492525212	0.01145481315111553	0.003318020320349001	0.011704654348312396	1.2819600656619946e-5	3.2346416376783445e-4	9.453942700230945e-4	7.84815952198273e-4	0.0010473870128471629	0.00112499687522234	0.003421705250459743	1.2819600656619946e-5	4.4313513589738166e-4	0.0020244841552940784	0.002117387801252603	0.002289490940067726	0.009615110719685972	0.0036582012433730676	0.0035165959345200438
JU1586	0.07558729687267314	0.25876491176749566	0.47182921789557136	0.03984563048348538	0.016279602317912385	0.0118244827095233	0.004251044937896136	0.017932831855749645	2.8735238888229523e-4	2.8891852749468686e-4	0.002157866635943113	6.419806451142842e-4	4.782851136277824e-4	2.9157415383743797e-4	0.003815386031718665	6.809298314746333e-5	6.809298314746333e-5	6.809298314746333e-5	0.0010993612129157953	0.0010516280317294235	0.0057070091035551955	0.0027118030538477267	0.0028945646206155183
JU1652	0.05673381473391908	0.29343912948582596	0.49395586796780705	0.028494211042634807	0.015349898676446719	0.010748577500022644	0.006688847143586241	0.006427001627041722	1.5603136645192986e-4	4.0865311302627744e-4	0.0013673480929694195	7.732610127167324e-4	6.087785993356108e-4	0.0010753663778267065	0.0019190234377070886	6.878213195147761e-5	2.4239050225960846e-4	0.0014807720978200075	4.3463225729008925e-4	4.6750722109681797e-4	0.005363646690915303	0.003108214853861347	0.005683270372055581
JU1793	0.06715168733483806	0.2377521333214168	0.515610003969729	0.010874436240057123	0.014104065008812672	0.010437566037141967	0.0061218674169465	0.027303440252841524	5.263496420664529e-5	5.263496420664529e-5	0.0011460737106354945	5.520881395635024e-4	2.768072767627476e-4	2.623326616059201e-4	0.002395154046223394	5.263496420664529e-5	5.263496420664529e-5	0.0013004520606535851	5.035060676007689e-4	0.001112650508364275	0.00477646509686044	0.002615957721070271	0.005151278676975961
JU1896	0.057631439257013625	0.20999420373998837	0.5732841762101683	0.014839996386419743	0.015003392876349827	0.009559272144970255	0.0037608281936201996	0.007622180612570732	0.0011561020892701319	8.64966125205012e-5	0.0011429354526956348	0.0011819103769097766	0.0013462728401770654	0.0013047149872569218	0.0020982200849292156	1.5245579191523157e-4	7.356096957011793e-5	0.0014023622919960162	7.288898811814996e-5	2.099942037399884e-5	0.006587098182915955	0.0021456787749744534	0.0027781183183781762
JU2001	0.10299681132733612	0.20374641949843947	0.4606766470277216	0.016482149002775323	0.035776597848804104	0.01737900778242783	0.017286610279320724	0.025627891314783397	0.0020153292438955016	7.74652126677973e-4	0.0012234597957021917	0.0017811744203546389	0.002102569415759052	0.005628157758170955	0.007568055882788909	0.0015128920715477875	9.424432956766878e-4	0.0012032274766189091	9.572411284604808e-4	0.0021081312435707283	0.007134982381196914	0.004040845808765925	0.008750758903914226
JU2007	0.07430703320751758	0.16150135163639864	0.5652822721618633	0.023360077686286212	0.019750448682369172	0.011617544088166287	0.006731045579777977	0.006245263278292587	8.100421902374364e-5	4.442271371262101e-4	9.189118606053477e-4	5.687306217657041e-4	2.8375777924017395e-4	5.18832022847078e-4	8.196006880822381e-4	8.100421902374364e-5	8.100421902374364e-5	8.100421902374364e-5	3.4799412492600266e-4	8.100421902374364e-5	0.00758191389640338	0.0031542232845655532	0.00600451873935402
JU2316	0.07255274261506557	0.26660947587463857	0.502624421730876	0.012286238777732442	0.016624870932877636	0.010264530380880767	0.006466372451746356	0.011983855554972	6.132848368074329e-4	5.035684815143009e-4	9.150299450846324e-4	0.0012110320230126635	0.001020873907006864	0.004772921508756398	0.013454840558256728	4.4765916322924554e-4	6.24174304170411e-4	8.391904758161615e-4	0.0014364262963053702	0.002234384086951018	0.004133932896086363	0.003701654040162082	0.0038356799348784063
JU2464	0.08776110125346132	0.2661607169162351	0.3884507760399107	0.025773852860905867	0.048628282333885116	0.02512024846255427	0.01252773894620803	0.020342246369000252	0.0013840069538328642	9.117774163471901e-4	7.674204757312917e-4	0.002074157376676928	0.0022291233395984496	0.005091841546462708	0.009531459852888627	0.0010273803672966675	3.619008848508718e-4	5.492406231888753e-4	0.0012245464715619028	0.002157895854338509	0.008856907886762432	0.003333425592790487	0.006333646742133406
