strain	ascr.1	ascr.3	ascr.5	ascr.7	ascr.10	ascr.12	ascr.18	ascr.81	anglas.7	bhas.10	bhas.12	bhas.18	bhas.22	icas.3	icas.9	icas.10	iglas.2	osas.2	osas.9	osas.10	oscr.9	oscr.12	oscr.18
JU2466	0.09906567836768568	0.1957585261157861	0.48227782343070935	0.01475538788712561	0.053495347677019287	0.014821886465239487	0.012901613965574606	0.01465234771747012	0.0011335486435882828	2.65911263383825e-4	0.0015487880699391588	0.0012919706799048942	0.0017553370432975089	0.0018023131574887487	0.0030554406001510317	4.482573644224053e-4	2.1497252205787793e-4	3.685421197574376e-4	5.727301266493004e-4	0.0017441432148496154	0.007980600543616682	0.004002573738188146	0.007827908893246369
JU258	0.12120797266603028	0.37346748958164583	0.2127016130577448	0.047296917266308316	0.017538728214458073	0.022763248908444736	0.00951961594839363	0.039278172879079136	6.898034726883227e-4	0.0010714011228499997	0.0011312708485749707	0.0020959232413452645	0.0021985282250999907	0.0036857831599314303	0.008966701723135267	4.2329824896725427e-4	2.514758404720817e-4	0.003019766630542668	0.0013784649881588488	0.0021117369218333197	0.004246374301161781	0.0018550545739566084	0.0015694554167997204
JU310	0.09253327048988355	0.1913892964514944	0.5343121491835828	0.029068492842960293	0.008589945242167068	0.01422463981842514	0.0050860970515301035	0.006472930794136257	1.0399953075411724e-4	2.9847865326431647e-4	9.743716036353244e-4	3.8760625112059494e-4	9.403637570787281e-4	0.0032959531286594836	0.005459143368345122	3.270785242216987e-4	1.0399953075411724e-4	1.0399953075411724e-4	0.0018161438055591492	0.002790515409194474	0.009327093916152251	0.0031280978860223382	0.003650383529469515
JU323	0.059472805980458475	0.22382495570940403	0.5018496968530644	0.036826078819869226	0.014541269172881923	0.012727844845068358	0.006192732258128516	0.017697710883085298	7.093966942578497e-4	4.492037991393643e-4	0.001998346053622454	8.798800871206991e-4	7.164139260043514e-4	0.0015576235129968472	0.005574307158167041	1.708872623158854e-4	5.048368162950824e-5	0.0014334841398698863	0.0035698020953857865	0.003741244678199596	0.00592542116390027	0.0023518832760739	0.004211096303125429
JU346	0.0846800050806883	0.17210633554427598	0.5818833249354093	0.015524947612402272	0.012200112735113474	0.020824730008527595	0.003678212893706731	0.010213991963699551	1.4432345566355715e-4	1.2693525208039337e-4	9.850492455643655e-4	7.92262831288817e-4	6.056640495530746e-4	4.937539537503561e-4	0.0014001943135165226	4.52120611628217e-5	5.699997922430664e-4	0.001893019439424259	2.087813760947824e-4	4.2101853813343e-4	0.03076591977115649	0.0036820238197080688	0.004320825168469906
JU360	0.0915578363333461	0.22252798632011933	0.5123600774945527	0.011245667040554106	0.012916082161843744	0.01584872210363091	0.007219426346377386	0.018275126035121974	0.0011905671708427267	5.183628760356132e-4	0.0016245695053613966	0.0014980741688325047	0.001854185644706263	0.0019465135370140684	0.005660942195863482	2.6757322910955165e-4	9.097999118085816e-4	0.003952800395258211	4.551333980697765e-4	6.669048544789451e-4	0.010394542968626174	0.003176468767778743	0.004366999558024252
JU367	0.07132192533264457	0.18900707273277922	0.5211414168356074	0.03027911043840302	0.02035345101335204	0.014894122428129883	0.008496193334928853	0.009651290877216005	4.963251588910548e-5	1.2537173513588044e-4	0.001107152531938276	7.695521588605804e-4	6.98776191202716e-4	0.002534434791361282	0.0038726763172792326	4.963251588910548e-5	4.963251588910548e-5	5.60450369419779e-4	1.1475037673561186e-4	1.4805379489720162e-4	1.169838399506216e-4	0.003061135049976469	0.0048147511013703435
JU393	0.09631734123898936	0.19564459939169712	0.5367685162797844	0.005827366362565174	0.020902200789711233	0.010479962153706049	0.01184786906042728	0.01611892443923308	1.9389383105355092e-4	3.760155426223365e-4	0.0013989207561649721	0.0018086925169746605	0.002174782022485979	0.001961111365133235	0.0029658216309324426	3.076904286809284e-4	9.090885498024999e-4	0.004113252123723799	3.1362330935308e-4	7.42626767065366e-4	0.007786420951140701	0.005010341138096941	0.012655178941968454
JU394	0.09917275558888064	0.20611767070667042	0.45389411648829386	0.020561714363300867	0.026099067141267474	0.01913707752165182	0.01884077171177169	0.023550949095395554	3.578737488043388e-4	7.112769514476489e-4	0.001656738396092765	0.0022840169562157757	0.00362795080218044	0.005288084077555433	0.009435059693076425	8.431300834236868e-4	1.5530640057047403e-4	0.002593843214812398	4.572330362219132e-4	0.0018114603302666651	0.010101009410151476	0.004753856920176334	0.013241925607612354
JU397	0.06521088636764139	0.19873863729224603	0.5559023768717928	0.030601920480995037	0.009800558904249707	0.013343526898372505	0.0044489372586846735	0.020841790840517824	5.053657971561753e-5	5.589345716547298e-4	0.0015402033399928754	7.669431337642116e-4	7.272213821077362e-4	0.0011120574366421637	0.0034589761986354418	5.053657971561753e-5	5.053657971561753e-5	2.796694321462274e-4	6.841642161900301e-4	5.053657971561753e-5	0.0054110526633105996	0.0022718214045358703	0.0030862183866530468
JU406	0.09078831641378302	0.1706089167507332	0.5709305535551321	0.006941954959075369	0.0157169808651254	0.01572508478867106	0.01157081859754669	0.00968766174715449	0.001009614823926053	1.3913766478582115e-4	8.922297960259505e-4	0.0011953470025116192	0.0014134887821042263	0.00171465007922286	0.00235131381113181	5.625829029855427e-5	0.00050305257739073335	0.004688960629396767	1.8160100552995902e-4	3.5022964021126407e-4	0.006478264296049269	0.0029744019478078806	0.0087017250036032
JU440	0.06793645372722043	0.26996914644790054	0.5022331048444184	0.024387112348625548	0.012663785115539178	0.009802564625448049	0.007391167028809916	0.015564550806858597	3.5590681105461216e-4	2.700596388992239e-4	0.0017480125180621047	0.0011244441180683366	0.0015488386326994806	0.0012652352902521998	0.0023530902938354746	5.8624026382289914e-5	5.613548397089865e-5	0.0017299592740231027	0.001033815928068033	0.00163035724926657	0.005530038946593663	0.0030365194503796183	0.006631286832972789
JU642	0.09081944016423035	0.27167539428437876	0.46349231532089974	0.013063515248795394	0.024377738470358547	0.016772158404950072	0.006522660021857108	0.0092472980316186	4.153423535096914e-5	6.547846757978515e-4	0.0018485357533979114	0.0013251574124032016	0.0013101722047761035	0.0016500013254940706	0.002620641921511366	1.8757346098746818e-4	0.0010575062588295482	0.003193884832713488	3.155897253086174e-4	6.669200320266926e-4	0.008418492347499166	0.0027336416611570846	0.003162951418223068
JU774	0.0806079040711453	0.2293263627450413	0.49676964136868623	0.03644414565225897	0.01714242680555488	0.011696644287954578	0.00854462529178343	0.02287564836092825	5.895812071957189e-4	7.550398654825295e-4	0.0014377638182661934	0.0014967950484801554	0.0018537131006227717	0.0014847038628694837	0.0031685467408431012	2.335192234916877e-4	6.248674734197311e-6	0.002457503794164055	3.348852250298365e-4	5.968421672368562e-4	0.006638529550863881	0.0026675217519804267	0.007139048397073086
JU775	0.05244175983406421	0.21595372630131873	0.4443266056375846	0.026771351211794223	0.011107469478072202	0.008532349950288155	0.006145957026211791	0.007422408624962875	2.2440737658463865e-5	4.265984228873981e-4	8.31272245082477e-4	0.001422540800907683	0.0011216105089076826	0.0013961504934213295	0.002799078089615515	1.068852334672634e-4	6.680383193548109e-4	0.0013809805547642078	6.419846229333343e-4	5.624995301470553e-4	0.004002328002124689	0.002448441563702017	0.0038851649108098494
JU778	0.07445600698707842	0.22631005163245724	0.4684618068791865	0.02135801112281315	0.021313495935657047	0.014653688998227422	0.01163545973262083	0.031683407228544014	6.927758038562454e-4	9.404427350612576e-4	0.0013454788868699317	0.001866010110428714	0.002461823372663033	0.006722087463638877	0.014226755085822792	8.954726647013721e-4	2.5629387037324146e-4	0.004619712345983676	0.0015506153700716562	0.0030992030020806855	0.006592751269130928	0.004082090187325611	0.008612636372966099
JU847	0.07309073324096063	0.23643263274467263	0.5097284179065255	0.01776943772258631	0.0200091920177267	0.012855007490942136	0.00763099033615299	0.012513387759489819	4.56677257005456e-4	2.8089722141891267e-4	0.0015099401458714347	8.879125831271238e-4	0.0010910603315254562	0.002898174687322769	0.004724782023889649	1.5139950926373245e-4	2.6572612748446286e-4	0.0025940346127332307	1.7342206497503057e-4	2.266766087859879e-4	0.005793209650974143	0.0033381999685811537	0.0056483311062586914
KR314	0.06332436651434531	0.18784454940809997	0.5906726624447336	0.014945934054973202	0.012540991685015788	0.010666430794931047	0.006243143973273967	0.013388101424966934	2.863591710282743e-4	4.962448570836363e-4	0.0011397800621295048	8.960876785560222e-4	9.22726483494746e-4	9.533456771858e-4	0.002056418892238334	1.39851065240631e-4	2.587359116521427e-4	0.002701295083869212	2.322567479735391e-4	3.3540628751253657e-4	0.007215891384939709	0.004640436185047911	0.009145741364779412
LKC34	0.09388442928192015	0.3656019465794622	0.3253792806566641	0.05424959393989683	0.019919535312757232	0.017556778967995314	0.013645304102860316	0.0075126540389427	6.332799208005822e-4	3.450995629085355e-4	5.278646928701706e-4	0.0020206317780853533	0.0023914668505668354	0.0031710592366553944	0.002608318985547791	1.3100736419097397e-4	0.0017702661313346137	0.0019619562499921593	2.6162045177289167e-4	8.853660472999311e-4	0.005231620482239721	0.0021235021297209473	0.004738703034263175
MY1	0.06821125802448236	0.18322624875670498	0.528692479892695	0.017183070611376593	0.01619760397213844	0.011842388683959792	0.005048754890465976	0.02522500788720392	3.208477263470935e-5	4.423824235950982e-4	0.0014577464207801618	6.717300285366408e-4	6.945485574016277e-4	0.002565377345257644	0.010949745915237149	2.4612854640256406e-4	8.071640914392289e-6	6.141792288170237e-4	0.001206871749519935	0.0017558079048259258	0.009626642536549964	0.004866045226727792	0.006199052508816936
MY10	0.09572133616389292	0.1927591823366993	0.4688306163968399	0.05224791350928693	0.01925169882245517	0.016859884798436368	0.007558096154972949	0.023969858774552873	4.985582617594019e-4	4.911789099049046e-4	0.0016329601630840965	0.0011037071614170989	0.001370730374818725	0.002753128955561228	0.0066048562904864406	3.561851256948548e-4	2.1023794457257395e-5	2.1023794457257395e-5	7.714891614035174e-4	6.029834488285994e-4	0.006394744488680611	0.0030621156626995396	0.00576064582405527
MY16	0.09806036339325859	0.15567446414063307	0.5179449461127604	0.011524973403745252	0.018495843123717357	0.013431825550299264	0.00942060382493206	0.0322988140553463	0.00056005561611356875	5.542767472204229e-4	8.598497164116114e-4	0.001245244403365526	0.0013569022764957784	0.0034074666867776734	0.01328429853474917	4.2312901314037676e-4	1.8385590685468972e-4	0.0028632316699450885	9.408062573708768e-4	9.298508488196714e-4	0.006285581999415834	0.004748507626749516	0.009524221912185292
MY23	0.08265023044302842	0.23816468170510638	0.46648784763727447	0.023410013569088287	0.0199601686300425	0.01891116146380501	0.009589317089740965	0.024483329279284937	0.0015422836198087037	6.163347667960328e-4	0.0014177687622494886	0.0015408467585058547	0.0017180924575764733	0.0022729964829178253	0.004352646546960505	2.942810046424005e-4	8.621167817093933e-5	0.0032918295617954878	5.949196284741191e-4	7.202808563898068e-4	0.007125080272323402	0.003142356620236101	0.00604013189048314
N2	0.12222902267241295	0.24305156989088114	0.4061391198441179	0.016794670792924973	0.037443498423377936	0.01684852229474448	0.011358146398693515	0.02500881403708799	0.0012868405511497402	0.0010041272689182386	0.0015424638768116732	0.00216845562501931	0.002734737877107502	0.003332164658735616	0.009581737752429383	7.446755081842442e-4	0.001557949209173497	0.0026745226957381124	2.405959509534308e-4	7.059911547490639e-4	0.007776574365570581	0.005351560181269775	0.008149482578079495
NIC1	0.06390024780162352	0.2675129612076998	0.48589088872418945	0.011047520975131694	0.02166022419933712	0.013711131151532198	0.010353693353550398	0.024293452546571892	5.655715350267686e-4	9.103629853343662e-5	0.0023847142657210064	0.001849688343305607	0.0017159045654608174	0.0027810702041634354	0.007977304746315958	6.594740438588592e-4	0.001390576047943127	0.002739974207928926	9.211317468850231e-4	0.0022721677413271957	0.004810620068019811	0.002604893811139507	0.004599967259689217
NIC166	0.14642997123617732	0.32603548283055106	0.32603548283055106	0.01719785692644394	0.02138712688477895	0.018445629038760968	0.011521807967194105	0.020186429720246056	8.810851527061829e-4	7.348668185378079e-4	0.0013329646119885753	0.0021813318179966746	0.002872487002152183	0.004300093422893641	0.006572617937430096	3.864063864013414e-4	3.2386763286576547e-4	0.004163215719312324	4.813799505578058e-4	0.001166523498003579	0.006822063681399224	0.0035612226598298437	0.00330305403671481
NIC199	0.0728295949649858	0.2992503159452387	0.4405829952832309	0.01749821154671117	0.017884929485124258	0.016295441602140907	0.00983343749047041	0.020826956687670217	5.52466559191817e-4	1.1401076494964262e-4	0.0017249941947241419	0.0015169683546107878	0.0017049768723852508	0.00348504754694529	0.005675956456468702	3.055742322605152e-4	6.869777734964552e-5	0.004695287933137702	2.904170234866142e-4	9.323774542735241e-4	0.007191295158756511	0.003236136181737731	0.004000796452913176
NIC2	0.05874886087107213	0.2322446690418386	0.5548933032140574	0.012931274064015796	0.0138127906584897	0.009891783648098638	0.006423622568558081	0.012825844336405125	1.0719104624165934e-4	2.772284351394726e-4	0.0012665595514766257	0.0010582875200848775	0.0011677854261264156	0.0018436329999287056	0.0032263148859262504	4.987804972710628e-5	2.4304638418586508e-4	0.001527000905504819	4.083297714690635e-4	4.208460445724592e-4	0.005870116498602059	0.003009360956503878	0.006899038316910102
NIC207	0.07250965932201266	0.22696658732888633	0.5295787149656233	0.01782060792278174	0.015393070759595418	0.013215908079601622	0.006918390499202855	0.0077939261971352895	2.5833108047103574e-5	7.072329990055545e-4	0.001569387146969589	7.905964386735577e-4	0.0013654864251538006	0.0011487208155305545	0.0022342538487778937	9.697748760882681e-5	2.213122366395363e-4	0.001391242033876763	1.9108750022442514e-4	4.347970415408002e-4	0.007269539936887134	0.0030220603117823643	0.0077787104964955455
NIC231	0.0702213422378466	0.24226087939348323	0.5052355142741416	0.013719170558188429	0.022313127590204464	0.012611524998463354	0.009304799084452007	0.02029659846362473	7.335461296460447e-4	8.557752989816713e-4	0.0016793632231324016	0.0016214997974780103	0.001918598093028628	0.0011869342133377222	0.003354160414076978	1.771026094153475e-4	4.94878636530554e-4	0.0019610342738353975	1.5865836105111503e-4	5.345679932401109e-4	0.006406044093731545	0.0037749468478279714	0.006145456043722235
NIC236	0.0679635621412117	0.19141892921583636	0.5580691040044823	0.020872425654246643	0.02185798996464234	0.01202208871492565	0.004592210029893625	0.011519817733012309	6.368340077511614e-5	6.368340077511614e-5	4.8342069528390665e-4	4.657167098684244e-4	5.48823547879951e-4	0.0015354704760888254	0.0028723761085608385	6.368340077511614e-5	5.314379794683443e-4	6.368340077511614e-5	6.368340077511614e-5	3.209643399065854e-4	0.008539052476332224	0.003774260430338033	0.004568583488206057
NIC256	0.10203802791973131	0.44776181028067746	0.2411025132280571	0.018621983149371184	0.026536431470203473	0.019604475890775516	0.017595876685484704	0.019513588854092583	0.0012430126177512923	8.463300970587874e-4	7.398575050564687e-4	0.0029701461658584575	0.0032079593519417603	0.005929098286459897	0.007470647480411788	5.434149270018872e-4	8.022556965602942e-4	0.0010571914664848111	4.53048843963607e-4	0.0015586976102052357	0.003496830300603126	0.0017593250390251327	0.0032628575331233845
NIC267	0.08984474541556467	0.2241670875715079	0.4732416293176278	0.013353402123131675	0.014115890459571333	0.016885919602484718	0.0076584550544162135	0.029888945009534387	6.534381647515975e-4	6.607111413705841e-4	6.639633432442406e-4	0.0017009674067655146	0.0019428170076971273	0.003544419684240767	0.023128350304996846	4.3893872760757824e-4	7.726648105738562e-5	0.002556696797907832	0.0016025651717371011	0.002275616177547336	0.009414679648268105	0.005238891582778317	0.00592290364752925
NIC3	0.08719450086088962	0.2370631349014572	0.5215388967832058	0.014127973359215956	0.014275117416340008	0.01317848396847151	0.0072618828617865856	0.007303090618888152	1.464225606265261e-4	1.1498592752002854e-4	0.001310608694849117	7.843903779248128e-4	0.0011158252547026936	0.001943340508993928	0.0030275848312906186	2.0614185643604973e-5	1.5516297533941462e-4	7.058091022513907e-4	2.6911819357726294e-4	3.072544370179321e-4	0.009319199203204006	0.003383138305271517	0.005462470596956307
PB303	0.05641700059988701	0.1169620744143999	0.5274760218688623	0.013802212793101627	0.012425592110984221	0.012090254963516112	0.005977128942417136	0.010631393889467326	8.471723586015554e-5	4.7038018256257016e-4	0.0014309919931020448	7.49190247478402e-4	3.5323922497553645e-4	0.0010779041308110445	0.002615005952521039	1.2724097671881835e-4	7.558502055979985e-5	0.00159633508559186	2.8917611543255906e-4	3.4555642204831606e-4	0.0063222358631598585	0.0039503780097283	0.00791608493132691
PB306	0.07452343742029778	0.3110247570874528	0.4287649824181516	0.01151788649952532	0.018765920324536164	0.01270818573127171	0.013605053181796537	0.029170242912581197	0.0013607911615012658	7.807197808431086e-4	0.0017141853852243407	0.002119419337059782	0.002430535972357753	0.002706415612473661	0.005396245506500448	1.7466728398842304e-4	3.109124614968195e-4	0.005302631818672485	6.53223450714054e-4	8.496454532151694e-4	0.004926577705918279	0.002690292687976064	0.006102822974352075
PS2025	0.07431312976695295	0.2440282504509401	0.5155054947797637	0.006084772455071219	0.021920431767050004	0.01035255541295766	0.00867361427034897	0.01019569445526039	3.1661744950483087e-4	3.450673274277738e-4	0.0013254617027888284	0.0013114794531024969	0.0015457231414674549	0.0030238815887359827	0.0045443483083975065	3.710401010251516e-4	4.3500629907545363e-4	0.0036877723274936513	1.7546936708350932e-4	1.6256499252262629e-4	0.0065157551333367685	0.004094218283182995	0.00988163779603807
QG536	0.08212462762640718	0.2518488580543154	0.46146219332933563	0.019238202412037855	0.02217114661333561	0.01731429613550989	0.008664382856379176	0.020168400694286295	0.0012614108161622926	2.7550857220382793e-4	0.0014829908828914464	0.0015043823930398486	0.0019471436354496852	0.0015421206147824597	0.006924631280562045	6.095133434569795e-4	0.00310138572325607	0.0034754125630391576	8.565207591778905e-4	0.0014239237221452914	0.007131984233229062	0.003269099855655408	0.00504418066413811
QG556	0.08052180663350206	0.24775940502616015	0.4450493016210655	0.012985139239478005	0.01675271098455683	0.017747556758479464	0.008013984421742006	0.028446450206707278	0.0025880305109834472	6.616162563681451e-4	0.001471837686243555	0.0021088959386227645	0.0025333399163924874	0.005232013354268636	0.01201846462753427	7.149510564371562e-4	8.308886935780088e-5	0.007295780376079598	0.0016390431676763023	0.0022294653001964674	0.007872669798134491	0.002936637170129515	0.0036556670804753426
QG557	0.07145992321473102	0.23663777851435516	0.4158733236267133	0.014533220457503474	0.04070872674937546	0.01902825463568649	0.009883815273064372	0.04715183458021186	0.0014732868939698073	5.596864190963595e-4	0.0012536032751066847	0.001598707845267793	0.0013923058145923267	0.004558762372000744	0.029872590852059688	9.389804623561879e-4	6.780199517804254e-5	0.0033423329003926076	0.004070345511569568	0.004544558247919128	0.009777826149247113	0.0038198550512189146	0.005609340390672396
QX1212	0.05947655869757188	0.16184360786516347	0.6241618024441363	0.01606655669425752	0.009710165115234487	0.013200441805968072	0.0048405940083394335	0.013449655170270405	1.163597508977984e-4	2.962769696333225e-4	6.646033605529135e-4	7.706721792533892e-4	8.810611261319389e-4	0.002486698019061966	0.004877979236961036	1.4652327271426192e-4	3.0385331382621364e-4	0.0017293344137780469	1.6168240905254877e-4	2.446740057391033e-4	0.010031982424738482	0.0037921117954258627	0.006335932225725975
QX1233	0.08650943183144295	0.20226125180895305	0.47391746495430764	0.029034771963015883	0.022502575959894616	0.03320043925762879	0.005656927584335798	8.737223050700161e-4	2.423029081457875e-4	4.6497689433885756e-4	0.002204018712547076	9.517674365327043e-4	0.00106523873877992	0.0021808942291507236	0.0029350279994471637	3.361116772725586e-5	3.361116772725586e-5	0.0014139209927824723	5.782465295797099e-4	2.8041797234849565e-4	0.03409584076588289	0.0032259662672942903	0.00457525298453725
QX1791	0.05336609829554637	0.29861667388352564	0.4687587322590228	0.031090162495561766	0.011106144390502275	0.01686968925653771	0.004573557420609589	0.015406866867502584	0.0010851764651796378	8.14303363672035e-4	0.002077729677151798	8.620820314933992e-4	8.261265005856793e-4	0.0020636495537494997	0.004753699665273278	1.7361434528111957e-5	1.7361434528111957e-5	0.002651716064085708	6.819745096987657e-4	7.880007903619455e-4	0.00906350217253179	6.564358395079131e-5	0.003772518192917031
QX1792	0.05622463131340304	0.19129259996532821	0.5813501670821303	0.023624636095718035	0.011080593963522893	0.011324342581134962	0.004253734689119636	0.013978736631935103	5.341546959344344e-4	3.786696795251161e-4	0.0018061757620320056	8.273404948500445e-4	7.107267325430558e-4	0.002250572383326459	0.00393161588445927	3.628133163561151e-4	1.4944734372291268e-5	0.0024842183605028605	5.688115349437779e-4	7.026117417789017e-4	0.008773739710550385	0.0031247795651680086	0.0038053926579508976
QX1793	0.10411897731980181	0.2815693062835053	0.3606879543301101	0.02153798088372458	0.07470196587035609	0.01963938930270269	0.005541702811090219	0.02366950707267192	0.0015396954313681333	1.1132459183969334e-4	0.0022633750888979456	0.0015431394195772206	0.0011225539946377104	8.775188875992549e-4	0.005626732087549717	3.770934387044796e-4	1.707566586370547e-4	0.0027002031068776118	0.002352825701571813	0.002535729399703082	0.00896493401016079	0.0018524235228676396	0.002023203451695296
QX1794	0.07375783839264706	0.21098997040204326	0.47162463972221436	0.016088109354903096	0.057800613740391686	0.015377090884897823	0.011847423712817388	0.03376616111365769	0.0013436869669679705	6.837067935004565e-4	0.0010565881270745146	0.0014828410580354828	0.0015471380352343037	7.372450552337346e-4	0.003465512036878522	1.2977478902190885e-4	2.5248584659775267e-4	0.003984944521658894	0.0015070783092572973	0.001164919952213715	0.007121993046295391	0.0046897574042994	0.00752535622500518
RC301	0.06137886623813116	0.15796731465937633	0.5995145074422114	0.013606505132082086	0.013898030956454978	0.014454342354948179	0.005726505478468246	0.024341668837131226	4.4638137325554364e-4	4.4694758140146126e-4	0.0014607741940027043	7.48432007870198e-4	9.507491219253589e-4	0.0014470376988996434	0.005483083556240123	1.6276818877056036e-4	2.3018502254793094e-4	0.0030856726214951837	8.236330141410247e-4	0.0010925866415035519	0.006611360343143072	0.003832044393002505	0.006925011107671569
WN2001	0.08227009743599133	0.29819012251071514	0.409663065505375	0.015953896128452726	0.015421222670352742	0.01860589317876718	0.003918859179213016	0.03251554274211233	2.7868235748664966e-5	6.162224288744797e-4	0.0018360987123007913	0.0015198499730249412	9.853372113655472e-4	0.0020041720421009896	0.005962464774898367	1.8894663837594846e-4	0.005345239089536935	0.0010165775036398005	0.0011842049416680204	0.002144878764395999	0.0068454976928305645	0.0024844532169934815	0.0018488623642736797
