strain	ascr.10_osas.9.10	osas.9.10_ascr.10	ascr.10_icas.9.10	icas.9.10_ascr.10	ascr.7_ascr.81.8	ascr.81.8_ascr.7	oscrs_ascrs	ascrs_oscrs
BRC20067	25.368580254859058	0.039418839759803335	5.988443240541483	0.1669883072832763	1.0474762496751755	0.9546755836326619	1.5157198481879455	0.6597525269564212
CB4856	3.8145217544200958	0.26215606159310667	1.0555257724246996	0.9473951523730695	0.3205619315884933	3.1195220063862865	0.8342172272975825	1.1987285412930935
CB4932	5.727444466622943	0.1745979390682119	2.8204729440344876	0.3545504671885172	1.6068194942002905	0.622347440773176	1.2991240383929639	0.7697494391967491
CX11254	13.979234005775469	0.07153467776466534	4.699838222648044	0.21277328125489542	1.332199848814367	0.7506381275226697	2.2386722479913557	0.4466933473165837
CX11264	43.86412309314355	0.022797674488477603	13.724806960752982	0.07286076976234114	0.28393637979914466	3.5219157217803354	1.176484184647134	0.8499901767059731
CX11271	41.35707734637725	0.024179658335735776	6.434258589855789	0.15541806193126798	1.15425445654479	0.8663600944573834	1.9068838219836808	0.5244157973712978
CX11276	39.7635243534621	0.025148676236816835	3.993162514338742	0.2504280745923003	1.0110400815750256	0.9890804709168137	1.6743728096316273	0.597238556579288
CX11285	4.266302217794444	0.23439502148466437	2.8929261547271845	0.3456707660394132	7.939559540245821	0.12595157135996973	1.3265723459943004	0.7538224379692418
CX11292	137.93988067921066	0.007249535051618419	6.128848741894702	0.1631627801750668	2.1522649204407514	0.46462681731355593	1.98892858231904	0.5027832617468977
CX11314	103.04041582688025	0.009704929779011325	5.3406458068737255	0.18724327284781572	0.993996419331315	1.0060398413434162	2.1889747387696996	0.45683487446823806
DL226	4.029686320380264	0.2481582734969888	0.674058344281558	1.4835511027845008	0.803691735232251	1.2442581603890948	1.7178688563691191	0.582116612855766
DL238	63.324502809733296	0.01579167550678811	15.909288056049313	0.06285636393513927	0.7776109570116043	1.2859901098140993	1.0746974206441982	0.9304944636422197
ECA36	3.1950206382588813	0.31298702362841313	273.12719134651246	0.0036612978556621067	0.3589130450392169	2.7861901756475143	1.7193873148211722	0.5816025228172669
ED3005	79.31984632008644	0.012607185293383082	7.76213834630636	0.12883047884296644	1.065032970380707	0.93893806840791	1.3546763258896721	0.738183712883045
ED3011	7.701959843852006	0.1298370830637656	2.2396971821982183	0.4464889307127313	0.9433211887098898	1.0600843190723042	1.6231587020835134	0.6160827026441613
ED3012	15.97145017020352	0.06261172212562194	5.294732032116979	0.18886697078042164	0.3417377292163373	2.926220649657765	1.5739793200165415	0.6353323625557485
ED3017	6.29104282693134	0.15895615838428212	2.8203389702466164	0.3545673093020297	1.0381909722661737	0.9632139237516099	1.838171447677234	0.5440188951164641
ED3046	30.431082618136696	0.0328611378224187	6.050430706605539	0.16527748989972782	3.1509214407490593	0.31736748084784777	1.7590121265643734	0.5685009130398417
ED3048	14.07815126237003	0.07103205395107055	2.3865366056359445	0.4190172476879014	1.28135260264016	0.7804253083339842	1.8295804254990733	0.5465734034223829
ED3049	19.766700808011837	0.05059013184409004	4.799259484402199	0.20836547872646669	3.01011578305911	0.3322131346667747	1.3733484559794058	0.7281473217129357
ED3052	1.1701181138977588	0.8546145796076249	1.7985023116760062	0.5560181899728058	1.1400211892706904	0.8771766783034388	0.4263255961018195	2.3456250554591835
ED3073	98.9415	0.010106982408797116	39.42677824267783	0.025363472354876366	0.5769065508471624	1.733382986432626	1.2853878224508197	0.7779753180587341
ED3077	136.5125	0.007325336507645821	7.145193792363455	0.13995421664682722	1.9435428211637735	0.5145242950712093	2.327355747318781	0.4296721724437896
EG4347	120.7875	0.008279002380213184	14.966544823740783	0.06681568870951052	2.2009937404958095	0.45434022896163884	1.7090973961969698	0.5851041621297703
EG4349	60.85870158210582	0.016431504024956526	12.01249125074032	0.08324667873854816	1.0385407044459616	0.9628895581261573	1.9572373204934408	0.5109242448677042
EG4725	18.13212461041456	0.05515073503441672	67.47643258129435	0.014819989168740041	1.2655749193049524	0.79015472315870106	1.5942916604844253	0.6272378039637679
GXW1	13.906978771631575	0.0719063440320963	3.2946424883307857	0.3035230692076229	1.4976157352872896	0.6677280269148406	1.3986448592550398	0.7149777825177365
JT11398	29.21686316541622	0.03422680916627944	2.0660609980394935	0.4840128151825674	1.6852495788291981	0.5933839192499517	1.4675874303668068	0.6813904093945948
JU1172	32.61686103012634	0.030658989504733673	8.30298719772404	0.12043858146308034	1.3368397659085858	0.7480328050537516	1.7000171767889987	0.5882293506520948
JU1200	5.805969717357177	0.17223651666843184	2.423309595377817	0.4126587877617389	0.8150632387617055	1.2268986655799394	1.5695922082100433	0.6371081576280224
JU1246	7.412607096397973	0.1349053021420672	4.369303684509724	0.22886941998223895	1.621861445659299	0.6165754804002338	1.6107030990731779	0.6208468839324979
JU1395	16.917991207304706	0.059108672403626064	5.935010469744515	0.16849169939931835	2.271476341943677	0.4402423135714066	1.6033284444076041	0.6237025255105973
JU1409	9.370571451216613	0.10671707752360894	2.034555005356198	0.49150796973656946	1.867636124213167	0.5354362057123407	1.3365638927572057	0.7481872025863978
JU1516	1.7174577791323298	0.5822559437270162	1.5273312684601783	0.6547368083468742	1.6507455992824307	0.605786864090199	1.9739463717766395	0.5065993758989286
JU1530	6.483712555246358	0.1542326238986089	1.9808821924783588	0.5048255791268743	0.9905352537238447	1.0095551836651682	2.3853833400780653	0.4192198307074927
JU1568	147.41350000000003	0.006783639218931779	5.908001522954532	0.16926197397117632	0.6841087483697778	1.461755901211594	1.0985074726432988	0.9103260787054421
JU1580	8.726917440156326	0.11458799820868787	5.761961079453822	0.17355202268995373	0.39751448823624486	2.515631579711618	1.4984615922337408	0.6673511054155954
JU1586	7.568425717813163	0.1321278740500002	4.192015009117688	0.23854876421601226	2.2135324068119746	0.45176659574649886	1.1623006478203386	0.8603625936846022
JU1652	17.014994958311195	0.05877168946861997	7.722032230286627	0.12949958899134018	2.949207657271401	0.3390741230223162	1.2181197042445806	0.8209373812076639
JU1896	159.80026839633192	0.006257811767373441	6.6661721621974666	0.15001112717592274	1.0002675170595206	0.9997325544867168	1.8045184140892578	0.5541644752374006
JU2001	11.671207770786243	0.08568093548150707	3.939742637960901	0.25382368644200876	0.6361061206518863	1.5720647350086687	1.2006276733618337	0.8328976769292152
JU2007	46.03851963746224	0.02172094167828726	21.930203273970136	0.04559921253383644	1.6321851440990693	0.6126755923587199	1.8927487410366566	0.5283321437859211
JU2316	4.528937536165968	0.2208023387415856	1.1958188286948357	0.8362470769016406	0.9458088168002629	1.0572961281784936	1.3165814229176709	0.7595428452756867
JU2464	14.37667745626385	0.06955710059171598	4.605456785009647	0.21713372781065088	1.2561118938467442	0.7961074207629532	0.8581463658994304	1.1653023770040576
JU2466	23.089457122593565	0.043309809957440576	15.268253205019674	0.06549537701347752	0.997794525867187	1.0022103490003578	1.2488574982425609	0.8007318700550203
JU258	5.025132833789959	0.198999714649493	1.8678091870676508	0.5353865945856817	1.189626652295384	0.8405998622092912	0.37417921220377987	2.672516183115472
JU310	1.8646799864544532	0.5362850501234926	1.48455164728508	0.6736040486222094	4.419765970904491	0.22625632365673723	1.6250327647245804	0.6153722076917542
JU323	1.9889448971136583	0.502779137547346	2.531031695122272	0.3950958029988995	2.0749197156697377	0.4819463579472627	1.426470437742704	0.7010310017937943
JU346	19.371410601197187	0.05162246676750521	8.440610854383428	0.11847483757418743	1.5179387049729423	0.6587881294046226	2.0165535178067895	0.49589559174586323
JU360	11.511267225074304	0.08687140872047171	2.178636848516337	0.45900261013257215	0.6151496356538496	1.6256207303725192	1.4473331092641823	0.690925947592255
JU367	77.44721435316336	0.012912020249559236	5.1891505434851375	0.19270976851027719	1.6338704882601698	0.6120436149531362	1.515601064545741	0.6598042343680472
JU393	19.78906440469745	0.050532959999999995	6.385252416690335	0.15661087999999998	0.333960129478668	2.9943694223650605	1.6203790551726374	0.6171395494207117
JU394	11.504008221993834	0.08692622438222523	2.539266904853222	0.3938144501819525	0.8698994076466287	1.1495582031781553	1.217168081434892	0.8215792175729112
JU397	13.339524006053102	0.07496519362656628	2.7925696594427247	0.3580931263858093	1.3989474511036053	0.7148231330713083	1.7263168336780157	0.5792679422985428
JU406	29.552604745483077	0.03383796482957542	6.528145452336723	0.15318286139627205	0.45821709990765674	2.1823716317036777	1.8618620648657493	0.5370967156324256
JU440	4.753364091822581	0.2103773202899276	5.2509474316160745	0.1904418227421164	1.4741193127170324	0.6783711409063922	1.3035618731164371	0.7671289108888181
JU642	24.811701144296052	0.04030356460382764	8.680864944435461	0.11519589423413529	0.9725990027734418	1.0281729645500584	1.1159705610433244	0.8960809853846834
JU774	18.398543337714944	0.05435212895088887	5.038828460490114	0.19845882983338006	1.575381021632823	0.6347670730243644	1.3049274247988485	0.7663261427386644
JU775	9.22176472780117	0.10843911436877865	3.8223020193829877	0.26162244504201276	3.4632836427503517	0.2887433150597663	1.3877414414283107	0.720595328601534
JU778	4.5837265522677395	0.21816310126642763	1.4094150866705657	0.7095141874508247	0.6734705688544534	1.484845880794702	1.2933142942592952	0.7732072586213224
JU847	50.01064319867833	0.01999574362655723	4.1034551075843435	0.24369707326679843	1.0156542891270042	0.9845869905787926	1.3824564590453754	0.7233500870548414
KR314	22.0923169222693	0.04526460504429886	5.710132145781948	0.1751272955633253	1.1140794404256307	0.8976020593450258	2.0076412380579485	0.4980969612714919
LKC34	17.366843749999997	0.057580986758172456	7.271691200523389	0.13751959103104155	7.079371167437662	0.14125548390506895	0.5896746044672551	1.6958505460879663
MY1	5.467214097338769	0.18290851285424542	1.446747552202027	0.6912055931789528	0.6696818003223175	1.49324649336252	1.7925058662734068	0.5578782300327894
MY10	14.006607828441195	0.07139487392296688	2.7656348628674463	0.36158063142261193	1.8074549023572306	0.5532641498804916	1.2223065003703801	0.818125404468505
MY16	9.887350847201892	0.10113932593815042	1.3493299934724114	0.7411085537545683	0.35608923799093145	2.8082848154637774	1.7143775127943397	0.5833020980134392
MY23	15.176521648034242	0.06589125118333859	4.295347497543289	0.23281003471126538	0.9516467285068344	1.0508101063606172	1.1952729712496186	0.8366289743459462
N2	39.55631573450373	0.025280413037246832	3.625992634460276	0.2757865502804168	0.6632017087286767	1.5078368870866576	0.9458894437565455	1.057206004994154
NIC1	6.783023101745988	0.14742688989848707	2.5079054038037594	0.3987391224897448	0.45449767535880325	2.2002312755737417	1.268076619255548	0.788595881995736
NIC166	12.978385902068386	0.0770511839874193	3.0732938828131324	0.32538378629923026	0.8427984858745912	1.1865232517145272	0.6201511097454775	1.6125102161155853
NIC199	14.62627596902882	0.06837010337542536	2.9900255328998293	0.3344453045623881	0.8278615064612874	1.2079315105186161	1.032078173173932	0.9689188532344576
NIC2	16.658458183732165	0.060029565099641156	4.21611026266836	0.23718544765171862	0.7928237090722828	1.2613144492993822	1.6701978468303704	0.5987314628011029
NIC207	24.594105993065877	0.04066014842263193	6.602978657387912	0.1514468017977196	1.4037433916805377	0.7123809137244216	1.5156567827163934	0.6597799788206523
NIC231	32.187361966378255	0.031068094398185333	6.318738491514963	0.15825943759863415	0.675634679865879	1.4800898026704479	1.368113717147173	0.7309333920613168
NIC236	56.82599337748344	0.01759758062401487	7.4446685753947595	0.1343243140876791	1.8019099245706245	0.5549666974825554	1.710945498833731	0.5844721533687963
NIC256	13.1907435030957	0.07581073801983283	3.311233444558039	0.3020022649395151	0.928633890973985	1.0768506401927282	0.38565574731479335	2.592986120296932
NIC267	3.6398221713318937	0.27473869681772867	0.5989611465299445	1.669557375788825	0.4446407410937701	2.2490066869268515	1.3344323684603077	0.7493823018950134
NIC3	24.767167381974247	0.04037603431096478	4.6831316908885565	0.21353232537653974	0.9908698839181284	1.0092142431918196	1.4233930310601954	0.7025466460624465
PB303	19.576107064400507	0.0510826793452983	4.531171857097696	0.22069346110401547	1.2609330942610502	0.7930634896897795	2.4599567079588445	0.40651121898391157
ECA259	12.486731394516854	0.08008500931149347	3.368553957005917	0.29686328696626646	0.3932347081652029	2.5430105207800917	0.9894654040255751	1.0106467552393097
PS2025	64.84675638473801	0.015420971776397972	4.4595523163600195	0.22423775506152624	0.44620146742238836	2.2411400970435817	1.4284153938638378	0.7000764653585945
QG536	9.72229177027421	0.10285640707240323	2.9427556437732147	0.33981754554305954	0.9535086563137205	1.0487581768434235	1.15914122282346	0.8627076496892927
QG556	4.330534913826588	0.23091835533000488	1.315649421988541	0.7600809024706201	0.4548387532250801	2.1985813497847295	1.1487202327410426	0.8705339833823849
QG557	4.7253838099511825	0.21162302158273383	1.321215537304616	0.7568787769784172	0.30554183360565496	3.2728742516176745	1.0838898762590095	0.9226029524802362
QX1212	23.895685565129085	0.04184855869794745	1.9325624967917459	0.5174476901316795	0.9470290395431267	1.055933829106685	2.3945863600201918	0.4176086595563702
QX1233	26.20648217011782	0.038158498096332025	7.5800980492057555	0.13192441489655668	5.499067407647894	0.18184901654583066	1.3855423188769775	0.7217390521933167
QX1791	7.555327215391702	0.1323569412007466	2.3278143285493873	0.429587526692116	1.9795277679518926	0.5051709888538944	1.154575900443909	0.8661188923270632
QX1792	8.715110196885101	0.11474324218613019	2.5802250882187128	0.38756308686633273	1.655965950457203	0.6038771508097166	1.9626689453762962	0.5095102780098624
QX1793	15.280990870057787	0.06544078250576289	12.442394527237845	0.0803703819076693	0.9090526046986721	1.1000463502675675	0.7275575163933078	1.3744617813272835
QX1794	21.6319802949912	0.046227852760736196	16.07677399310573	0.06220153374233129	0.4719023732469212	2.1190823710410833	1.2486021639019247	0.8008956166429871
RC301	7.252838115669975	0.13787706054537052	2.461635831783372	0.40623393074171077	0.5582582268359381	1.7912857382644212	2.265834059746838	0.4413385859826514
WN2001	4.6322724304776575	0.21587676783010037	2.5069405432832577	0.3988925874924552	0.4902342947180929	2.0398409714992414	1.003738811968666	0.9962751146771609
